task,choices,response,response_type,domain,gender,age,id_seq
Some not;counselors;joggers/No;counselors;riders,All;joggers;riders|All;riders;joggers|Some;joggers;riders|Some;riders;joggers|Some not;joggers;riders|Some not;riders;joggers|No;joggers;riders|No;riders;joggers|NVC,No;joggers;riders,single-choice,syllogistic,female,28,2_38_R
Some;actors;nurses/Some;nurses;drillers,All;actors;drillers|All;drillers;actors|Some;actors;drillers|Some;drillers;actors|Some not;actors;drillers|Some not;drillers;actors|No;actors;drillers|No;drillers;actors|NVC,NVC,single-choice,syllogistic,female,28,2_39_R
No;designers;architects/All;designers;trainers,All;architects;trainers|All;trainers;architects|Some;architects;trainers|Some;trainers;architects|Some not;architects;trainers|Some not;trainers;architects|No;architects;trainers|No;trainers;architects|NVC,No;architects;trainers,single-choice,syllogistic,female,28,2_40_R
Some not;therapists;climbers/Some;therapists;skaters,All;climbers;skaters|All;skaters;climbers|Some;climbers;skaters|Some;skaters;climbers|Some not;climbers;skaters|Some not;skaters;climbers|No;climbers;skaters|No;skaters;climbers|NVC,No;climbers;skaters,single-choice,syllogistic,female,28,2_41_R
Some;poets;miners/All;skaters;miners,All;poets;skaters|All;skaters;poets|Some;poets;skaters|Some;skaters;poets|Some not;poets;skaters|Some not;skaters;poets|No;poets;skaters|No;skaters;poets|NVC,Some;skaters;poets,single-choice,syllogistic,female,28,2_42_R
No;packers;tutors/No;tutors;butchers,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|No;packers;butchers|No;butchers;packers|NVC,No;butchers;packers,single-choice,syllogistic,female,28,2_43_R
All;workers;actors/Some;workers;painters,All;actors;painters|All;painters;actors|Some;actors;painters|Some;painters;actors|Some not;actors;painters|Some not;painters;actors|No;actors;painters|No;painters;actors|NVC,Some;painters;actors,single-choice,syllogistic,female,28,2_44_R
Some;jugglers;barbers/Some not;investors;jugglers,All;barbers;investors|All;investors;barbers|Some;barbers;investors|Some;investors;barbers|Some not;barbers;investors|Some not;investors;barbers|No;barbers;investors|No;investors;barbers|NVC,Some not;investors;barbers,single-choice,syllogistic,female,28,2_45_R
No;farmers;scholars/Some not;farmers;assistants,All;scholars;assistants|All;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|No;scholars;assistants|No;assistants;scholars|NVC,NVC,single-choice,syllogistic,female,28,2_46_R
All;students;buyers/Some not;students;cyclists,All;buyers;cyclists|All;cyclists;buyers|Some;buyers;cyclists|Some;cyclists;buyers|Some not;buyers;cyclists|Some not;cyclists;buyers|No;buyers;cyclists|No;cyclists;buyers|NVC,Some not;cyclists;buyers,single-choice,syllogistic,female,28,2_47_R
No;hikers;writers/Some not;drivers;hikers,All;writers;drivers|All;drivers;writers|Some;writers;drivers|Some;drivers;writers|Some not;writers;drivers|Some not;drivers;writers|No;writers;drivers|No;drivers;writers|NVC,Some not;writers;drivers,single-choice,syllogistic,female,28,2_48_R
Some;engineers;fencers/Some;engineers;campers,All;fencers;campers|All;campers;fencers|Some;fencers;campers|Some;campers;fencers|Some not;fencers;campers|Some not;campers;fencers|No;fencers;campers|No;campers;fencers|NVC,Some;fencers;campers,single-choice,syllogistic,female,28,2_49_R
Some;dancers;typists/Some;boxers;typists,All;dancers;boxers|All;boxers;dancers|Some;dancers;boxers|Some;boxers;dancers|Some not;dancers;boxers|Some not;boxers;dancers|No;dancers;boxers|No;boxers;dancers|NVC,NVC,single-choice,syllogistic,female,28,2_50_R
Some not;athletes;hunters/Some not;athletes;lawyers,All;hunters;lawyers|All;lawyers;hunters|Some;hunters;lawyers|Some;lawyers;hunters|Some not;hunters;lawyers|Some not;lawyers;hunters|No;hunters;lawyers|No;lawyers;hunters|NVC,NVC,single-choice,syllogistic,female,28,2_51_R
No;golfers;teachers/No;golfers;bankers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|No;teachers;bankers|No;bankers;teachers|NVC,NVC,single-choice,syllogistic,female,28,2_52_R
All;boxers;actuaries/No;opticians;boxers,All;actuaries;opticians|All;opticians;actuaries|Some;actuaries;opticians|Some;opticians;actuaries|Some not;actuaries;opticians|Some not;opticians;actuaries|No;actuaries;opticians|No;opticians;actuaries|NVC,No;actuaries;opticians,single-choice,syllogistic,female,28,2_53_R
Some;chemists;potters/Some;sailors;chemists,All;potters;sailors|All;sailors;potters|Some;potters;sailors|Some;sailors;potters|Some not;potters;sailors|Some not;sailors;potters|No;potters;sailors|No;sailors;potters|NVC,Some;potters;sailors,single-choice,syllogistic,female,28,2_54_R
Some not;bakers;sculptors/Some;sculptors;gamblers,All;bakers;gamblers|All;gamblers;bakers|Some;bakers;gamblers|Some;gamblers;bakers|Some not;bakers;gamblers|Some not;gamblers;bakers|No;bakers;gamblers|No;gamblers;bakers|NVC,Some;gamblers;bakers,single-choice,syllogistic,female,28,2_55_R
Some;chefs;runners/No;scientists;runners,All;chefs;scientists|All;scientists;chefs|Some;chefs;scientists|Some;scientists;chefs|Some not;chefs;scientists|Some not;scientists;chefs|No;chefs;scientists|No;scientists;chefs|NVC,NVC,single-choice,syllogistic,female,28,2_56_R
No;clerks;models/Some;models;managers,All;clerks;managers|All;managers;clerks|Some;clerks;managers|Some;managers;clerks|Some not;clerks;managers|Some not;managers;clerks|No;clerks;managers|No;managers;clerks|NVC,No;clerks;managers,single-choice,syllogistic,female,28,2_57_R
Some;auditors;cleaners/No;painters;auditors,All;cleaners;painters|All;painters;cleaners|Some;cleaners;painters|Some;painters;cleaners|Some not;cleaners;painters|Some not;painters;cleaners|No;cleaners;painters|No;painters;cleaners|NVC,No;cleaners;painters,single-choice,syllogistic,female,28,2_58_R
Some;waiters;poets/All;poets;cashiers,All;waiters;cashiers|All;cashiers;waiters|Some;waiters;cashiers|Some;cashiers;waiters|Some not;waiters;cashiers|Some not;cashiers;waiters|No;waiters;cashiers|No;cashiers;waiters|NVC,Some;waiters;cashiers,single-choice,syllogistic,female,28,2_59_R
Some not;surfers;artists/All;planners;artists,All;surfers;planners|All;planners;surfers|Some;surfers;planners|Some;planners;surfers|Some not;surfers;planners|Some not;planners;surfers|No;surfers;planners|No;planners;surfers|NVC,Some;surfers;planners,single-choice,syllogistic,female,28,2_60_R
Some not;cooks;mayors/All;swimmers;cooks,All;mayors;swimmers|All;swimmers;mayors|Some;mayors;swimmers|Some;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors|No;mayors;swimmers|No;swimmers;mayors|NVC,Some;mayors;swimmers,single-choice,syllogistic,female,28,2_61_R
Some;pilots;singers/No;pilots;tailors,All;singers;tailors|All;tailors;singers|Some;singers;tailors|Some;tailors;singers|Some not;singers;tailors|Some not;tailors;singers|No;singers;tailors|No;tailors;singers|NVC,No;singers;tailors,single-choice,syllogistic,female,28,2_62_R
Some not;novelists;travelers/All;travelers;analysts,All;novelists;analysts|All;analysts;novelists|Some;novelists;analysts|Some;analysts;novelists|Some not;novelists;analysts|Some not;analysts;novelists|No;novelists;analysts|No;analysts;novelists|NVC,Some not;novelists;analysts,single-choice,syllogistic,female,28,2_63_R
Some;tutors;packers/All;tutors;butchers,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|No;packers;butchers|No;butchers;packers|NVC,Some;butchers;packers,single-choice,syllogistic,female,23,3_0_R
All;auditors;painters/Some;cleaners;auditors,All;painters;cleaners|All;cleaners;painters|Some;painters;cleaners|Some;cleaners;painters|Some not;painters;cleaners|Some not;cleaners;painters|No;painters;cleaners|No;cleaners;painters|NVC,Some;painters;cleaners,single-choice,syllogistic,female,23,3_1_R
No;dancers;typists/All;boxers;typists,All;dancers;boxers|All;boxers;dancers|Some;dancers;boxers|Some;boxers;dancers|Some not;dancers;boxers|Some not;boxers;dancers|No;dancers;boxers|No;boxers;dancers|NVC,Some not;dancers;boxers,single-choice,syllogistic,female,23,3_2_R
All;workers;painters/All;painters;actors,All;workers;actors|All;actors;workers|Some;workers;actors|Some;actors;workers|Some not;workers;actors|Some not;actors;workers|No;workers;actors|No;actors;workers|NVC,Some;actors;workers,single-choice,syllogistic,female,23,3_3_R
No;lifeguards;dentists/Some;lifeguards;plumbers,All;dentists;plumbers|All;plumbers;dentists|Some;dentists;plumbers|Some;plumbers;dentists|Some not;dentists;plumbers|Some not;plumbers;dentists|No;dentists;plumbers|No;plumbers;dentists|NVC,NVC,single-choice,syllogistic,female,23,3_4_R
No;hikers;drivers/Some not;writers;drivers,All;hikers;writers|All;writers;hikers|Some;hikers;writers|Some;writers;hikers|Some not;hikers;writers|Some not;writers;hikers|No;hikers;writers|No;writers;hikers|NVC,NVC,single-choice,syllogistic,female,23,3_5_R
Some not;investors;jugglers/Some not;jugglers;barbers,All;investors;barbers|All;barbers;investors|Some;investors;barbers|Some;barbers;investors|Some not;investors;barbers|Some not;barbers;investors|No;investors;barbers|No;barbers;investors|NVC,NVC,single-choice,syllogistic,female,23,3_6_R
Some not;climbers;skaters/Some not;therapists;climbers,All;skaters;therapists|All;therapists;skaters|Some;skaters;therapists|Some;therapists;skaters|Some not;skaters;therapists|Some not;therapists;skaters|No;skaters;therapists|No;therapists;skaters|NVC,NVC,single-choice,syllogistic,female,23,3_7_R
All;drillers;nurses/All;drillers;actors,All;nurses;actors|All;actors;nurses|Some;nurses;actors|Some;actors;nurses|Some not;nurses;actors|Some not;actors;nurses|No;nurses;actors|No;actors;nurses|NVC,Some;nurses;actors,single-choice,syllogistic,female,23,3_8_R
Some not;poets;miners/All;poets;skaters,All;miners;skaters|All;skaters;miners|Some;miners;skaters|Some;skaters;miners|Some not;miners;skaters|Some not;skaters;miners|No;miners;skaters|No;skaters;miners|NVC,Some not;miners;skaters,single-choice,syllogistic,female,23,3_9_R
Some;bankers;teachers/Some not;bankers;golfers,All;teachers;golfers|All;golfers;teachers|Some;teachers;golfers|Some;golfers;teachers|Some not;teachers;golfers|Some not;golfers;teachers|No;teachers;golfers|No;golfers;teachers|NVC,Some not;golfers;teachers,single-choice,syllogistic,female,23,3_10_R
All;waiters;poets/No;cashiers;poets,All;waiters;cashiers|All;cashiers;waiters|Some;waiters;cashiers|Some;cashiers;waiters|Some not;waiters;cashiers|Some not;cashiers;waiters|No;waiters;cashiers|No;cashiers;waiters|NVC,No;cashiers;waiters,single-choice,syllogistic,female,23,3_11_R
Some;managers;models/Some not;clerks;models,All;managers;clerks|All;clerks;managers|Some;managers;clerks|Some;clerks;managers|Some not;managers;clerks|Some not;clerks;managers|No;managers;clerks|No;clerks;managers|NVC,No;managers;clerks,single-choice,syllogistic,female,23,3_12_R
No;brokers;agents/Some;secretaries;agents,All;brokers;secretaries|All;secretaries;brokers|Some;brokers;secretaries|Some;secretaries;brokers|Some not;brokers;secretaries|Some not;secretaries;brokers|No;brokers;secretaries|No;secretaries;brokers|NVC,NVC,single-choice,syllogistic,female,23,3_13_R
No;sailors;potters/No;chemists;potters,All;sailors;chemists|All;chemists;sailors|Some;sailors;chemists|Some;chemists;sailors|Some not;sailors;chemists|Some not;chemists;sailors|No;sailors;chemists|No;chemists;sailors|NVC,NVC,single-choice,syllogistic,female,23,3_14_R
Some;chefs;scientists/Some;runners;chefs,All;scientists;runners|All;runners;scientists|Some;scientists;runners|Some;runners;scientists|Some not;scientists;runners|Some not;runners;scientists|No;scientists;runners|No;runners;scientists|NVC,NVC,single-choice,syllogistic,female,23,3_15_R
Some not;actuaries;opticians/No;boxers;actuaries,All;opticians;boxers|All;boxers;opticians|Some;opticians;boxers|Some;boxers;opticians|Some not;opticians;boxers|Some not;boxers;opticians|No;opticians;boxers|No;boxers;opticians|NVC,NVC,single-choice,syllogistic,female,23,3_16_R
No;sculptors;bakers/Some not;bakers;gamblers,All;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|Some;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors|No;sculptors;gamblers|No;gamblers;sculptors|NVC,NVC,single-choice,syllogistic,female,23,3_17_R
All;campers;fencers/Some not;campers;engineers,All;fencers;engineers|All;engineers;fencers|Some;fencers;engineers|Some;engineers;fencers|Some not;fencers;engineers|Some not;engineers;fencers|No;fencers;engineers|No;engineers;fencers|NVC,Some not;fencers;engineers,single-choice,syllogistic,female,23,3_18_R
Some not;surfers;planners/Some;planners;artists,All;surfers;artists|All;artists;surfers|Some;surfers;artists|Some;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|No;surfers;artists|No;artists;surfers|NVC,Some not;surfers;artists,single-choice,syllogistic,female,23,3_19_R
Some;students;cyclists/Some not;buyers;students,All;cyclists;buyers|All;buyers;cyclists|Some;cyclists;buyers|Some;buyers;cyclists|Some not;cyclists;buyers|Some not;buyers;cyclists|No;cyclists;buyers|No;buyers;cyclists|NVC,No;cyclists;buyers,single-choice,syllogistic,female,23,3_20_R
Some;soldiers;editors/No;florists;soldiers,All;editors;florists|All;florists;editors|Some;editors;florists|Some;florists;editors|Some not;editors;florists|Some not;florists;editors|No;editors;florists|No;florists;editors|NVC,No;florists;editors,single-choice,syllogistic,female,23,3_21_R
No;tellers;doctors/No;doctors;climbers,All;tellers;climbers|All;climbers;tellers|Some;tellers;climbers|Some;climbers;tellers|Some not;tellers;climbers|Some not;climbers;tellers|No;tellers;climbers|No;climbers;tellers|NVC,NVC,single-choice,syllogistic,female,23,3_22_R
Some;tailors;pilots/No;tailors;singers,All;pilots;singers|All;singers;pilots|Some;pilots;singers|Some;singers;pilots|Some not;pilots;singers|Some not;singers;pilots|No;pilots;singers|No;singers;pilots|NVC,Some not;pilots;singers,single-choice,syllogistic,female,23,3_23_R
No;joggers;counselors/Some not;riders;joggers,All;counselors;riders|All;riders;counselors|Some;counselors;riders|Some;riders;counselors|Some not;counselors;riders|Some not;riders;counselors|No;counselors;riders|No;riders;counselors|NVC,All;counselors;riders,single-choice,syllogistic,female,23,3_24_R
No;farmers;assistants/All;scholars;farmers,All;assistants;scholars|All;scholars;assistants|Some;assistants;scholars|Some;scholars;assistants|Some not;assistants;scholars|Some not;scholars;assistants|No;assistants;scholars|No;scholars;assistants|NVC,No;scholars;assistants,single-choice,syllogistic,female,23,3_25_R
All;carpenters;linguists/Some not;divers;linguists,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|No;carpenters;divers|No;divers;carpenters|NVC,Some not;carpenters;divers,single-choice,syllogistic,female,23,3_26_R
All;swimmers;mayors/Some;mayors;cooks,All;swimmers;cooks|All;cooks;swimmers|Some;swimmers;cooks|Some;cooks;swimmers|Some not;swimmers;cooks|Some not;cooks;swimmers|No;swimmers;cooks|No;cooks;swimmers|NVC,Some;cooks;swimmers,single-choice,syllogistic,female,23,3_27_R
Some not;designers;architects/All;trainers;architects,All;designers;trainers|All;trainers;designers|Some;designers;trainers|Some;trainers;designers|Some not;designers;trainers|Some not;trainers;designers|No;designers;trainers|No;trainers;designers|NVC,No;designers;trainers,single-choice,syllogistic,female,23,3_28_R
No;brewers;porters/Some;porters;judges,All;brewers;judges|All;judges;brewers|Some;brewers;judges|Some;judges;brewers|Some not;brewers;judges|Some not;judges;brewers|No;brewers;judges|No;judges;brewers|NVC,No;brewers;judges,single-choice,syllogistic,female,23,3_29_R
All;athletes;lawyers/Some;athletes;hunters,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|NVC,Some;hunters;lawyers,single-choice,syllogistic,female,23,3_30_R
